"bird_ID" "ch" "year" "day_of_season" "sex" "brood_ID" "clutch_size"
"bird_1229" "101........................" "2006" 68 "F" "brood_113" 3
"bird_1230" "01.1000..00................" "2012" 32 "M" "brood_596" 3
"bird_1232" "1110..00..................." "2012" 35 "M" "brood_598" 3
"bird_1233" "110..00...................." "2012" 36 "F" "brood_598" 3
"bird_1234" "110..00...................." "2012" 36 "M" "brood_598" 3
"bird_1238" "101........................" "2006" 68 "M" "brood_113" 3
"bird_1239" "1.........................." "2011" 62 "M" "brood_572" 3
"bird_1240" "1.........................." "2011" 62 "M" "brood_572" 3
"bird_1246" "10.0100.0000..00..........." "2012" 27 "F" "brood_597" 3
"bird_1247" "10.0100.0000..00..........." "2012" 27 "M" "brood_597" 3
"bird_1248" "1...1......0..............." "2012" 31 "F" "brood_588" 3
"bird_1249" "1...1......0..............." "2012" 31 "M" "brood_588" 3
"bird_1250" "1...0......0..............." "2012" 31 "F" "brood_588" 3
