"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"14102" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10253.7937867647 419.622246755489 0 6039.4622 49
"34102" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10254.7563059067 420.584765897469 0 6038.4184 50
"8522" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10311.2769724185 0 0.596768611930865 6001.5429 51
"9522" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10312.1187592339 0.841786815415617 0.391754765516081 6000.3717 52
"10522" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10320.4770931082 9.20012068966025 0.005998258089895 6000.6699 53
"6522" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10321.9851503759 10.7081779574291 0.00282198482166442 6016.2738 54
"7522" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10322.1061030082 10.8291305896946 0.00265637964149506 6014.3838 55
"3522" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10653.4371169777 342.160144559188 0 6357.7667 56
"4522" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10654.7064951059 343.429522687342 0 6357.0295 57
"5522" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10656.5317868852 345.254814466736 0 6356.8483 58
"1522" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10677.6936518771 366.416679458624 0 6384.0292 59
"2522" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10678.7161169777 367.439144559188 0 6383.0461 60
"10620" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9607.01446241799 0 0.960109644425159 5430.127 61
"9620" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9614.77051460674 7.75605218874807 0.0198662318120597 5445.9449 62
"8620" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9615.37758605195 8.36312363396064 0.0146653222151945 5448.5651 63
"6620" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9618.08945438596 11.0749919679711 0.00377934799590305 5455.3005 64
"7620" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9619.83439953205 12.8199371140599 0.00157945355168358 5455.0341 65
"1620" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10001.738315417 394.723852998965 0 5850.9971 66
"2620" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10001.9455261682 394.931063750231 0 5849.1987 67
"3620" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10003.3063261682 396.291863750232 0 5850.5594 68
"4620" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10003.5448743398 396.530411921805 0 5848.7914 69
"5620" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10004.3683605891 397.353898171066 0 5847.6074 70
"10718" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9955.88022570888 0 0.998319495237874 5634.7703 71
"9718" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9970.27665014164 14.3964244327581 0.000746664850036377 5657.2292 72
"6718" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9971.51697883935 15.6367531304641 0.000401598195197795 5664.5063 73
"7718" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9972.1770196319 16.2967939230166 0.00028871258510942 5663.155 74
"8718" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9972.51740984187 16.6371841329856 0.000243529131782542 5661.4832 75
"2718" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10359.7887926484 403.908566939561 0 6062.821 76
"1718" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10360.2871342756 404.406908566732 0 6065.3249 77
"4718" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10361.7713964176 405.891170708745 0 6062.7967 78
"5718" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10361.9199462518 406.039720542884 0 6060.9381 79
"3718" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10362.2547926484 406.374566939561 0 6065.2871 80
"10818" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9780.97058479351 0 0.975972897459675 5565.4551 81
"6818" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9789.62651706387 8.65593227036152 0.0128773336159574 5588.2114 82
"7818" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9791.34787425507 10.3772894615577 0.00544550275933823 5587.9213 83
"9818" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9792.11496694491 11.1443821514022 0.00371078610134793 5584.6626 84
"8818" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9793.35769065331 12.387105859807 0.00199348006368137 5587.9187 85
"1818" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10109.3652789148 328.394694121296 0 5919.9992 86
"5818" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10110.0352938795 329.064709085987 0 5914.6491 87
"2818" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10111.1979952392 330.227410445721 0 5919.8261 88
"3818" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10111.3529952392 330.382410445722 0 5919.9805 89
"4818" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10113.1766666667 332.206081873159 0 5919.7973 90
"10918" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9939.78969688532 0 0.999928544473444 5701.6334 91
"8918" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9960.37368835729 20.5839914719691 3.39009610621378e-05 5732.293 92
"9918" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9960.72860990099 20.9389130156669 2.83884562382417e-05 5730.6347 93
"6918" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9963.61389081272 23.8241939273976 6.70827699396345e-06 5739.5568 94
"7918" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9965.62201555137 25.8323186660436 2.45783226128093e-06 5739.5535 95
"3918" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10305.2427647059 365.453067820559 0 6091.2286 96
"1918" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10305.674114326 365.884417440717 0 6093.6655 97
"4918" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10306.1213591433 366.331662258004 0 6090.1001 98
"2918" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10306.4237647059 366.63406782056 0 6092.4088 99
"5918" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10308.1098983051 368.32020141976 0 6090.0807 100
"101018" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9749.83206568266 0 0.994221573023786 5451.9977 101
"61018" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9761.29313300589 11.4610673232382 0.00322659186715007 5477.5622 102
"71018" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9763.04793964628 13.2158739636216 0.00134181491331099 5477.3052 103
"81018" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9763.95163488943 14.1195692067777 0.000853999636287594 5476.1961 104
"91018" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9765.70151946424 15.8694537815845 0.000356020559465582 5475.9322 105
"21018" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10077.9846033848 328.152537702186 0 5804.2978 106
"41018" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10078.7054779195 328.873412236873 0 5803.0123 107
"11018" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10079.0957130947 329.263647411997 0 5807.4151 108
"31018" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10079.8156033848 329.983537702186 0 5806.1286 109
"51018" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10080.2693374233 330.437271740657 0 5802.5683 110
"101122" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10232.0420543746 0 0.999999999303237 5875.0057 111
"61122" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10275.9339812332 43.8919268586633 2.94434829299068e-10 5932.9916 112
"81122" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10277.3073589629 45.2653045883162 1.4817126802251e-10 5930.342 113
"91122" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10277.5308967136 45.4888423390348 1.32502292308002e-10 5928.553 114
"71122" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10277.7017206704 45.6596662958109 1.21654853700303e-10 5932.7483 115
"31122" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10694.0117458157 461.969691441087 0 6361.1094 116
"41122" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10695.821 463.77894562542 0 6360.9127 117
"51122" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10696.0311500335 463.98909565891 0 6359.1154 118
"11122" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10700.8353868809 468.793332506277 0 6369.9381 119
"21122" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10702.7077458157 470.665691441087 0 6369.8055 120
"101220" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9676.77961689141 0 0.999999996609904 5516.2546 121
"71220" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9717.40490659107 40.6252896996593 1.50775378502671e-09 5568.9679 122
"81220" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9718.73591134216 41.9562944507434 7.75008414851084e-10 5568.2866 123
"61220" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9718.79095238545 42.0113354940404 7.53970592696248e-10 5572.3653 124
"91220" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9720.30666731269 43.5270504212785 3.5336301580298e-10 5567.8442 125
"41220" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10073.7474275602 396.967810668757 0 5935.3579 126
"51220" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10075.6499863111 398.870369419657 0 5935.2522 127
"21220" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10078.3618159943 401.582199102926 0 5941.9788 128
"31220" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10078.5168159943 401.737199102925 0 5942.1337 129
"11220" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10083.4831509434 406.703534051983 0 5949.1061 130
"101318" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9654.23347552046 0 0.999925491868017 5436.6313 131
"61318" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9675.32336736741 21.0898918469557 2.63242383118486e-05 5471.8219 132
"71318" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9675.47645197133 21.242976450867 2.43845033426172e-05 5469.9635 133
"81318" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9676.86579808795 22.6323225674951 1.21736619721221e-05 5469.3404 134
"91318" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9676.95790640689 22.7244308864265 1.16257283566148e-05 5467.4191 135
"11318" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10095.3693129771 441.135837456639 0 5903.917 136
"31318" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10096.6150429492 442.381567428716 0 5903.1569 137
"21318" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10097.3220429492 443.088567428716 0 5903.8635 138
"41318" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10098.5717303103 444.338254789804 0 5903.1064 139
"51318" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10099.044375746 444.810900225542 0 5901.5714 140
"101418" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9829.19605749487 0 0.999999118496893 5584.161 141
"61418" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9858.87183667426 29.6757791793916 3.59737775895362e-07 5627.9328 142
"81418" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9859.75885350957 30.5627960147031 2.30872808907829e-07 5624.7969 143
"71418" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9860.37458680793 31.1785293130615 1.69694591182433e-07 5627.4246 144
"91418" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9861.04773740597 31.8516799111039 1.21197930679861e-07 5624.0731 145
"31418" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10324.738112628 495.542055133117 0 6103.8398 146
"41418" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10326.7114893036 497.515431808728 0 6103.8075 147
"51418" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10327.0857794218 497.88972192694 0 6102.174 148
"11418" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10328.8546487716 499.658591276742 0 6109.9623 149
"21418" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10330.851112628 501.655055133118 0 6109.9532 150
"101518" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10400.3615008977 0 0.999999964898049 6200.144 151
"81518" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10436.5955960547 36.2340951570295 1.35477194017992e-08 6246.4502 152
"61518" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10437.3181530361 36.9566521384077 9.43984662468758e-09 6251.1948 153
"71518" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10437.871923801 37.5104229033186 7.15673842665525e-09 6249.7376 154
"91518" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10438.6061704036 38.2446695059207 4.95764608714635e-09 6246.4478 155
"41518" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10840.6720727558 440.310571858099 0 6662.5827 156
"51518" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10842.5002436185 442.138742720785 0 6662.4044 157
"31518" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10842.7008003581 442.339299460436 0 6666.6179 158
"21518" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10844.0368003581 443.675299460436 0 6667.9537 159
"11518" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10846.2554258223 445.893924924665 0 6672.1782 160
"101618" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10180.9771687088 0 0.999999771968948 6019.0643 161
"61618" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10213.1341030346 32.1569343258125 1.04042393512328e-07 6065.3195 162
"71618" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10213.6854117647 32.7082430559385 7.89760056944233e-08 6063.86 163
"81618" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10215.4946672158 34.517498507048 3.19609982699947e-08 6063.6572 164
"91618" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10217.2858700565 36.3087013477307 1.30516548616379e-08 6063.4354 165
"31618" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10523.8617368421 342.884568133339 0 6386.0903 166
"11618" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10524.4270944327 343.449925723933 0 6388.6606 167
"41618" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10525.8683219741 344.891153265382 0 6386.0899 168
"21618" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10526.4327368421 345.455568133339 0 6388.6606 169
"51618" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10527.3378504937 346.360681784887 0 6385.5519 170
"101718" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10053.3057743733 0 0.999999828528048 5784.0926 171
"81718" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10085.6363960121 32.3306216387955 9.53881966614251e-08 5826.4976 172
"91718" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10086.4374025974 33.1316282241423 6.39084476284067e-08 5825.2858 173
"71718" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10090.3003226704 36.9945482971143 9.26266233873082e-09 5833.1739 174
"61718" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10092.6141819235 39.3084075502611 2.91264583675525e-09 5837.4984 175
"41718" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10398.3119319287 345.006157555426 0 6151.2316 176
"51718" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10399.2043487726 345.89857439932 0 6150.1171 177
"21718" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10403.5544444444 350.248670071183 0 6158.481 178
"31718" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10405.6664444444 352.360670071184 0 6160.5931 179
"11718" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10410.5898856746 357.284111301351 0 6167.5213 180
"101818" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9607.43292927906 0 0.908001144196666 5317.3754 181
"91818" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9613.15509073983 5.72216146077517 0.05194393211626 5331.1623 182
"81818" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9615.4701501347 8.0372208556455 0.0163239803028642 5335.4912 183
"71818" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9616.1032956905 8.67036641144114 0.0118943373391292 5338.137 184
"61818" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9616.11302668299 8.68009740392699 0.0118366060450803 5340.1585 185
